District,Taluk,Area,DemandProducts,Cost_of_Living,Population,Avg_Income,Competition_Index,Footfall_Potential,AvgRent2BHK,MetroAccess,CrimeReportedCitywide,CrimeDetectedCitywide,AgeGroup
Bangalore Urban,Bangalore South,HSR Layout Layout 5,"Cafe, Bakery, Gym",38047,441985,46055,5,2540,40000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Koramangala Main Road 5,"Cafe, Clothing Store, Pub",46105,204374,52685,8,4235,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,JP Nagar Extension 6,"Cafe, Education, Pharmacy",95766,436366,23429,8,7224,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,BTM Layout Stage 6,"Cafe, Hostels/PG, Electronics",35707,481463,29716,3,5301,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Padmanabhanagar Phase 6,"Cafe, Clothing, Restaurant",41976,286997,63563,4,944,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Uttarahalli Block 6,"Supermarket, Pharmacy, Restaurant",64262,140900,26138,6,546,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Girinagar Cross 6,"Grocery, Pharmacy, Fitness",43776,435008,50298,3,4015,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Yelachenahalli Market 6,"Grocery, Cafe, Education",50080,79129,66112,2,3209,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Hulimavu Industrial Area 6,"Supermarket, Electronics, Pharmacy",86842,257091,38429,6,1334,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Arekere Layout 6,"Grocery, Restaurant, Pharmacy",81373,225550,65200,5,6687,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Bannerghatta Road Main Road 6,"Real Estate, Supermarket, Education",26776,264883,20772,5,326,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Tavarekere Extension 7,"Hostels/PG, Cafe, Electronics",112787,134130,63244,5,4243,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Viveknagar Stage 7,"Clothing, Cafe, Pharmacy",75016,480514,66681,5,7285,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Wilson Garden Phase 7,"Automotive, Hardware, Grocery",29474,445203,63519,3,5658,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Richmond Town Block 7,"Boutique, Cafe, Electronics",78053,166922,50732,7,286,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Austin Town Cross 7,"Grocery, Restaurant, Pharmacy",41959,425328,54905,6,2635,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Bilekahalli Market 7,"Cafe, Bookstore, Fitness",25530,141789,32347,4,2032,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Jayanagar Industrial Area 7,"Cafe, Clothing Store, Fitness Center",114856,175130,31920,2,9140,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Basavanagudi Layout 7,"Electronics, Grocery, Jewellery",23748,196492,46822,9,2132,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Banashankari Main Road 7,"Supermarket, Pharmacy, Restaurant",117504,58890,61659,1,1352,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,HSR Layout Extension 8,"Cafe, Bakery, Gym",118098,86017,55108,4,5609,40000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Koramangala Stage 8,"Cafe, Clothing Store, Pub",33545,198376,78419,1,5174,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,JP Nagar Phase 8,"Cafe, Education, Pharmacy",86199,183993,38563,6,1981,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,BTM Layout Block 8,"Cafe, Hostels/PG, Electronics",54766,152596,22967,4,369,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Padmanabhanagar Cross 8,"Cafe, Clothing, Restaurant",93530,120424,60183,5,1730,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Uttarahalli Market 8,"Supermarket, Pharmacy, Restaurant",113557,297192,26871,5,4505,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Girinagar Industrial Area 8,"Grocery, Pharmacy, Fitness",81087,448327,43763,9,6239,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Yelachenahalli Layout 8,"Grocery, Cafe, Education",115839,188976,26916,1,1674,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Hulimavu Main Road 8,"Supermarket, Electronics, Pharmacy",88840,337056,23734,2,1795,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Arekere Extension 9,"Grocery, Restaurant, Pharmacy",74384,54008,48613,6,3358,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Bannerghatta Road Stage 9,"Real Estate, Supermarket, Education",71005,413276,43179,5,3362,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Tavarekere Phase 9,"Hostels/PG, Cafe, Electronics",66576,225738,69929,7,1545,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Viveknagar Block 9,"Clothing, Cafe, Pharmacy",59353,103559,67188,3,6363,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Wilson Garden Cross 9,"Automotive, Hardware, Grocery",82003,75337,70099,3,8511,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Richmond Town Market 9,"Boutique, Cafe, Electronics",103211,392760,50262,2,152,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Austin Town Industrial Area 9,"Grocery, Restaurant, Pharmacy",72733,295494,27677,3,5670,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Bilekahalli Layout 9,"Cafe, Bookstore, Fitness",85318,44354,66871,1,7679,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Jayanagar Main Road 9,"Cafe, Clothing Store, Fitness Center",109474,65186,33268,5,1766,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Basavanagudi Extension 10,"Electronics, Grocery, Jewellery",43664,48145,27330,5,7001,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Banashankari Stage 10,"Supermarket, Pharmacy, Restaurant",87172,447236,35733,7,2885,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,HSR Layout Phase 10,"Cafe, Bakery, Gym",105616,106123,75545,4,819,40000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Koramangala Block 10,"Cafe, Clothing Store, Pub",113264,226258,52947,3,8697,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,JP Nagar Cross 10,"Cafe, Education, Pharmacy",46736,236541,42286,1,6955,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,BTM Layout Market 10,"Cafe, Hostels/PG, Electronics",114209,40581,21610,8,2394,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Padmanabhanagar Industrial Area 10,"Cafe, Clothing, Restaurant",20854,108929,21430,3,8363,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Uttarahalli Layout 10,"Supermarket, Pharmacy, Restaurant",110084,305195,54922,2,9521,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore South,Girinagar Main Road 10,"Grocery, Pharmacy, Fitness",58623,71474,28828,4,9859,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Indiranagar,"Cafe, Pub, Clothing Store, Bakery",27392,111748,79978,3,4582,29000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Domlur,"IT Services, Cafe, Bakery",75680,145995,57913,1,798,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,HAL,"Aerospace, IT Services, Cafeteria",66717,265690,46497,3,7343,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,CV Raman Nagar,"Education, Pharmacy, Grocery",107092,351770,54256,2,9118,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ulsoor,"Cafe, Jewellery, Clothing Store",70859,289104,68889,8,6018,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,KR Puram,"Electronics, Supermarket, Furniture",46309,448988,70677,6,448,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Whitefield,"IT Services, Apartments, Supermarkets, Cafes",107455,434736,51618,9,5474,23000,Yes,12627,3603 (28.5%),25-34
Bangalore Urban,Bangalore East,Marathahalli,"Electronics, Hostels/PG, Restaurants",83734,200553,64841,8,7969,21000,No,12627,3603 (28.5%),25-34
Bangalore Urban,Bangalore East,Varthur,"Real Estate, Restaurants, Education",90467,56408,61332,3,407,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Mahadevapura,"IT Parks, Electronics, Supermarket",72662,376150,41526,5,3516,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Bellandur,"Cafe, Grocery, Electronics",118506,279568,69327,7,4920,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadubeesanahalli,"IT Services, Cafe, Pharmacy",32688,339278,45158,5,3658,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Sarjapur Road,"Real Estate, Restaurants, Supermarket",45342,171563,40032,8,4578,22000,Planned,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Brookefield,"Supermarket, Electronics, Cafes",57157,152413,52846,5,6631,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Munnekollal,"Grocery, Pharmacy, Cafe",87863,195695,74474,1,4720,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Hoodi,"IT Services, Electronics, Grocery",72083,110327,59936,5,3085,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadugodi,"Supermarket, Restaurants, Electronics",85733,413554,44794,4,8212,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Doddanekundi,"Hostels/PG, Electronics, Grocery",109045,222503,76588,6,8567,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ramamurthy Nagar,"Grocery, Pharmacy, Electronics",54698,163326,20448,3,2647,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Basavanagar,"Grocery, Cafe, Pharmacy",100623,202932,65331,5,436,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Indiranagar Extension 1,"Cafe, Pub, Clothing Store, Bakery",42671,31344,43861,2,3079,29000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Domlur Stage 1,"IT Services, Cafe, Bakery",45184,414966,43141,6,4068,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,HAL Phase 1,"Aerospace, IT Services, Cafeteria",113384,467972,24074,6,1010,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,CV Raman Nagar Block 1,"Education, Pharmacy, Grocery",62107,87957,21406,5,2096,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ulsoor Cross 1,"Cafe, Jewellery, Clothing Store",106202,125423,46823,6,3229,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,KR Puram Market 1,"Electronics, Supermarket, Furniture",71663,340197,72743,7,5547,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Whitefield Industrial Area 1,"IT Services, Apartments, Supermarkets, Cafes",35708,484071,38291,5,6229,23000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Marathahalli Layout 1,"Electronics, Hostels/PG, Restaurants",111906,166968,56568,1,5950,21000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Varthur Main Road 1,"Real Estate, Restaurants, Education",69811,206833,47003,8,4304,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Mahadevapura Extension 2,"IT Parks, Electronics, Supermarket",22811,213624,61851,4,7546,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Bellandur Stage 2,"Cafe, Grocery, Electronics",76250,271147,49406,9,8619,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadubeesanahalli Phase 2,"IT Services, Cafe, Pharmacy",92082,97454,69823,6,414,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Sarjapur Road Block 2,"Real Estate, Restaurants, Supermarket",54754,277594,38312,1,1234,22000,Planned,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Brookefield Cross 2,"Supermarket, Electronics, Cafes",115742,372744,58108,3,4976,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Munnekollal Market 2,"Grocery, Pharmacy, Cafe",31411,404876,16382,3,8202,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Hoodi Industrial Area 2,"IT Services, Electronics, Grocery",22911,441151,49171,4,9812,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadugodi Layout 2,"Supermarket, Restaurants, Electronics",87270,57641,56779,6,8447,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Doddanekundi Main Road 2,"Hostels/PG, Electronics, Grocery",103763,49711,18292,7,5692,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ramamurthy Nagar Extension 3,"Grocery, Pharmacy, Electronics",28680,352486,56779,4,1824,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Basavanagar Stage 3,"Grocery, Cafe, Pharmacy",104896,389040,48187,6,3443,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Indiranagar Phase 3,"Cafe, Pub, Clothing Store, Bakery",103879,163254,27411,1,986,29000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Domlur Block 3,"IT Services, Cafe, Bakery",91295,107833,52285,8,821,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,HAL Cross 3,"Aerospace, IT Services, Cafeteria",108614,338420,67454,7,7778,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,CV Raman Nagar Market 3,"Education, Pharmacy, Grocery",31111,301685,72009,9,9204,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ulsoor Industrial Area 3,"Cafe, Jewellery, Clothing Store",57504,376601,30422,3,3457,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,KR Puram Layout 3,"Electronics, Supermarket, Furniture",21802,495526,57468,2,970,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Whitefield Main Road 3,"IT Services, Apartments, Supermarkets, Cafes",28155,64813,47371,1,6851,23000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Marathahalli Extension 4,"Electronics, Hostels/PG, Restaurants",93656,188270,72022,3,597,21000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Varthur Stage 4,"Real Estate, Restaurants, Education",59384,159892,20693,5,1856,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Mahadevapura Phase 4,"IT Parks, Electronics, Supermarket",67254,306214,48535,2,1217,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Bellandur Block 4,"Cafe, Grocery, Electronics",41918,482984,66196,3,2928,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadubeesanahalli Cross 4,"IT Services, Cafe, Pharmacy",105981,424338,29818,4,1747,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Sarjapur Road Market 4,"Real Estate, Restaurants, Supermarket",80713,362703,46238,7,7092,22000,Planned,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Brookefield Industrial Area 4,"Supermarket, Electronics, Cafes",50306,224615,45874,3,6871,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Munnekollal Layout 4,"Grocery, Pharmacy, Cafe",36646,496657,41715,9,242,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Hoodi Main Road 4,"IT Services, Electronics, Grocery",66843,61786,42605,8,2861,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadugodi Extension 5,"Supermarket, Restaurants, Electronics",116601,246006,49317,4,3535,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Doddanekundi Stage 5,"Hostels/PG, Electronics, Grocery",110735,250876,46174,1,6722,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ramamurthy Nagar Phase 5,"Grocery, Pharmacy, Electronics",36371,419953,24956,1,7169,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Basavanagar Block 5,"Grocery, Cafe, Pharmacy",97371,318206,53908,1,4612,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Indiranagar Cross 5,"Cafe, Pub, Clothing Store, Bakery",22049,467453,25837,1,1948,29000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Domlur Market 5,"IT Services, Cafe, Bakery",51616,333715,18716,8,2796,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,HAL Industrial Area 5,"Aerospace, IT Services, Cafeteria",40932,307654,76949,3,1817,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,CV Raman Nagar Layout 5,"Education, Pharmacy, Grocery",49855,301570,77646,6,3172,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ulsoor Main Road 5,"Cafe, Jewellery, Clothing Store",81434,57265,19481,3,9359,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,KR Puram Extension 6,"Electronics, Supermarket, Furniture",92694,431066,78037,5,2886,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Whitefield Stage 6,"IT Services, Apartments, Supermarkets, Cafes",63016,269321,39282,7,3891,23000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Marathahalli Phase 6,"Electronics, Hostels/PG, Restaurants",27400,86150,21548,2,9580,21000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Varthur Block 6,"Real Estate, Restaurants, Education",62642,107312,66445,6,3971,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Mahadevapura Cross 6,"IT Parks, Electronics, Supermarket",35151,109613,52605,6,1906,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Bellandur Market 6,"Cafe, Grocery, Electronics",71407,357054,22758,3,1604,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadubeesanahalli Industrial Area 6,"IT Services, Cafe, Pharmacy",86690,334519,58668,6,3408,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Sarjapur Road Layout 6,"Real Estate, Restaurants, Supermarket",24499,141826,38177,5,7217,22000,Planned,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Brookefield Main Road 6,"Supermarket, Electronics, Cafes",26295,55435,39022,2,5148,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Munnekollal Extension 7,"Grocery, Pharmacy, Cafe",79040,378587,55761,9,8363,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Hoodi Stage 7,"IT Services, Electronics, Grocery",32183,470348,70159,8,1790,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadugodi Phase 7,"Supermarket, Restaurants, Electronics",49299,230017,20542,3,9636,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Doddanekundi Block 7,"Hostels/PG, Electronics, Grocery",32874,495266,40476,8,3403,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ramamurthy Nagar Cross 7,"Grocery, Pharmacy, Electronics",52711,154055,45784,9,3213,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Basavanagar Market 7,"Grocery, Cafe, Pharmacy",25539,171734,75428,3,9174,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Indiranagar Industrial Area 7,"Cafe, Pub, Clothing Store, Bakery",73351,305654,37740,3,7950,29000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Domlur Layout 7,"IT Services, Cafe, Bakery",81267,229259,74353,2,6516,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,HAL Main Road 7,"Aerospace, IT Services, Cafeteria",68354,192070,39817,8,1604,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,CV Raman Nagar Extension 8,"Education, Pharmacy, Grocery",22557,470062,62596,1,9024,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Ulsoor Stage 8,"Cafe, Jewellery, Clothing Store",58360,114071,71532,8,4024,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,KR Puram Phase 8,"Electronics, Supermarket, Furniture",102018,288784,31052,7,8715,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Whitefield Block 8,"IT Services, Apartments, Supermarkets, Cafes",22200,326691,50153,7,9883,23000,Yes,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Marathahalli Cross 8,"Electronics, Hostels/PG, Restaurants",88497,336764,62076,3,4585,21000,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Varthur Market 8,"Real Estate, Restaurants, Education",66975,166389,68420,1,8200,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Mahadevapura Industrial Area 8,"IT Parks, Electronics, Supermarket",41357,135608,15671,4,8784,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Bellandur Layout 8,"Cafe, Grocery, Electronics",97505,289708,15163,9,291,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Kadubeesanahalli Main Road 8,"IT Services, Cafe, Pharmacy",22869,178417,56424,5,8790,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Sarjapur Road Extension 9,"Real Estate, Restaurants, Supermarket",81135,133824,59002,1,5017,22000,Planned,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Brookefield Stage 9,"Supermarket, Electronics, Cafes",70108,274444,68744,5,5931,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Munnekollal Phase 9,"Grocery, Pharmacy, Cafe",114179,99273,19795,8,9548,,No,12627,3603 (28.5%),25-44
Bangalore Urban,Bangalore East,Hoodi Block 9,"IT Services, Electronics, Grocery",110272,357003,25634,8,4422,,No,12627,3603 (28.5%),25-44
